Estación SIMAJ,Fecha,Hora,O3,NO,NO2,NOX,SO2,CO,PM10,PM2.5,TMPI,TMP,RH,WS,WD,PP,RS,PBA,UV,UVI
Aguilas,10/01/21,3,0.014, , , ,0.0002,0.371, , ,22.7,16.5,76,3.17,237.46,0,,,,
Aguilas,10/01/21,4,0.013, , , ,0.0003,0.367, , ,22.6,15.9,79.8,4.12,242.96,0,,,,
Aguilas,10/01/21,5,0.012, , , ,0.0002,0.344, , ,22.7,15.7,81.8,2.76,251.5,0,,,,
Aguilas,10/01/21,6,0.005, , , ,0.0003,0.577, , ,22.7,14.9,84.3,2,275.74,0,,,,
Aguilas,10/01/21,7,0.002, , , ,0.0015,1.436, , ,22.8,14.2,87,0.25,192.19,0,,,,
Aguilas,10/01/21,8,0.003, , , ,0.0027,1.295, , ,22.7,15.6,83.1,1.59,90.39,0,,,,
Aguilas,10/01/21,9,0.011, , , ,0.0017,1.148, , ,22.6,18.4,70,1.86,116.44,0,,,,
Aguilas,10/01/21,10,0.019, , , ,0.0007,0.476, , ,22.7,20.6,56.1,4.96,216.01,0,,,,
Aguilas,10/01/21,11,0.024, , , ,0,0.304, , ,22.4,23,38.8,4.94,250.37,0,,,,
Aguilas,10/01/21,12,0.029, , , ,0,0.344, , ,22.3,24,31.5,6.77,245.77,0,,,,
Aguilas,10/01/21,13,0.031, , , ,0.0002,0.283, , ,22.3,25.1,29.5,5.49,259.28,0,,,,
Aguilas,10/01/21,14,0.032, , , ,0.0004,0.273, , ,22.3,25.8,26.5,6.15,274.07,0,,,,
Aguilas,10/01/21,15,0.035, , , ,0.0003,0.568, , ,22.3,26,25.6,7.35,271.49,0,,,,
Aguilas,10/01/21,16,0.036, , , ,0.0003,0.395, , ,22.3,25.7,25.9,7.2,285.46,0,,,,
Aguilas,10/01/21,17,0.035, , , ,0.0004,0.318, , ,22.3,25.1,26,6.4,284.79,0,,,,
Aguilas,10/01/21,18,0.029, , , ,0.0003,0.75, , ,22.4,23.4,32.9,4.09,280.56,0,,,,
Aguilas,10/01/21,19,0.012, , , ,0.0006,1.215, , ,22.7,20.9,40.9,4.39,265.06,0,,,,
Aguilas,10/01/21,20,0.012, , , ,0.0004,1.099, , ,22.8,19.6,44.1,3.58,254.72,0,,,,
Aguilas,10/01/21,21,0.019, , , ,0.0003,0.852, , ,22.8,19.1,48.8,4.38,260.96,0.296,,,,
Aguilas,10/01/21,22,0.017, , , ,0.0005,0.831, , ,22.7,18.6,55.6,4.1,228.51,0,,,,
Aguilas,10/01/21,23,0.022, , , ,0.0004,0.517, , ,22.7,18.1,54.6,5.73,265.44,0,,,,
Aguilas,11/01/21,0,0.02,0,0,0,0.0004,0.367, , ,22.7,17.4,54.3,4.62,273.5,0,,,,
Aguilas,11/01/21,1,0.016,0,0,0,0,0, , ,22.7,16.4,62.1,1.44,261.76,0,,,,
Aguilas,11/01/21,2,0.009,0.003,0.016,0.018,0.0003,0.473, , ,22.7,15,68.2,0.14,146.89,0,,,,
Aguilas,11/01/21,3,0.004,0.011,0.018,0.029,0.0006,0.636, , ,22.8,14,72.9,0.12,25.8,0,,,,
Aguilas,11/01/21,4,0.001,0.013,0.019,0.033,0.0007,0.639, , ,22.9,13.4,76.2,0.32,207.67,0,,,,
Aguilas,11/01/21,5,0,0.032,0.02,0.052,0.001,0.929, , ,22.8,12.8,79.8,1.2,205.54,0,,,,
Aguilas,11/01/21,6,0,0.055,0.024,0.079,0.0017,1.053, , ,22.8,12.3,75,2.29,247.77,0,,,,
Aguilas,11/01/21,7,0,0.068,0.027,0.094,0.002,1.675, , ,22.8,11.5,66.9,2.27,250.05,0,,,,
Aguilas,11/01/21,8,0.003,0.049,0.028,0.077,0.0018,1.401, , ,22.8,13.7,61.4,1.22,251.98,0,,,,
Aguilas,11/01/21,9,0.01,0.035,0.033,0.068,0.0033,1.388, , ,22.7,17.8,54.3,2.06,96.97,0,,,,
Aguilas,11/01/21,10,0.01,0.052,0.054,0.106,0.0039,1.83, , ,22.7,20.1,45.7,2.27,135.41,0,,,,
Aguilas,11/01/21,11,0.023,0.018,0.049,0.067,0.002,1.128, , ,22.4,22.6,33,2.5,170.44,0,,,,
Aguilas,11/01/21,12,0.033,0.004,0.025,0.029,0.0018,0.737, , ,22.3,24.6,28.2,3.45,185.16,0,,,,
Aguilas,11/01/21,13,0.041,0.003,0.023,0.026,0.0016,0.639, , ,22.2,25.8,27.4,5.05,143.37,0,,,,
Aguilas,11/01/21,14,0.036,0.003,0.02,0.023,0.0009,0.528, , ,22.3,26.8,19.6,6.31,157.25,0,,,,
Aguilas,11/01/21,15,0.035,0.001,0.011,0.012,0.0002,0.232, , ,22.3,27.3,15,7.18,233.07,0,,,,
Aguilas,11/01/21,16,0.037,0.001,0.007,0.008,0,0.211, , ,22.4,26.9,16.8,7.74,225.63,0,,,,
Aguilas,11/01/21,17,0.033,0,0,0,0.0002,0.494, , ,22.4,25.6,19.1,8.6,243.88,0,,,,
Aguilas,11/01/21,18,0.025,0,0,0,0.0004,0.916, , ,22.5,23.2,23.2,6.99,248.81,0,,,,
Aguilas,11/01/21,19,0.021,0.001,0.016,0.017,0.0005,0.921, , ,22.9,21.4,25.7,6.76,231.13,0,,,,
Aguilas,11/01/21,20,0.014,0.005,0.019,0.024,0.0008,1.08, , ,22.9,20,30.1,4.23,204.85,0,,,,
Aguilas,11/01/21,21,0.021,0.002,0.017,0.019,0.0006,0.869, , ,22.9,19,36.7,5.32,236.28,0.44,,,,
Aguilas,11/01/21,22,0.016,0.001,0.016,0.017,0.0005,0.95, , ,22.8,17.8,43.5,2.67,276.08,0,,,,
Aguilas,11/01/21,23,0.022,0,0,0,0.0004,0.801, , ,22.8,17.1,45.8,5.65,244.15,0,,,,
Aguilas,12/01/21,0,0.02, , , ,0.001,0.406, , ,22.8,16.5,47.1,3.15,231.96,0,,,,
Aguilas,12/01/21,1,0.02, , , ,0,0, , ,22.8,16,49.1,4.18,257.25,0,,,,
Aguilas,12/01/21,2,0.022, , , ,0.0006,0.373, , ,22.8,15.7,48.3,3.58,258.54,0,,,,
Aguilas,12/01/21,3,0.023, , , ,0.0004,0.34, , ,22.9,15.4,50.6,3.82,275.67,0,,,,
Aguilas,12/01/21,4,0.023, , , ,0.0004,0.398, , ,22.8,15.4,51.8,4.87,254.1,0,,,,
Aguilas,12/01/21,5,0.01, , , ,0.0006,0.631, , ,22.9,14.7,56.4,1.56,238.01,0,,,,
Aguilas,12/01/21,6,0.002, , , ,0.0019,1.294, , ,22.9,13.3,63,1.54,114.53,0,,,,
Aguilas,12/01/21,7,0.001, , , ,0.0047,2.614, , ,22.9,12.8,65.5,1.06,109.23,0,,,,
Aguilas,12/01/21,8,0.001, , , ,0.0053,2.579, , ,22.7,13.8,63.8,1.02,246.15,0,,,,
Aguilas,12/01/21,9,0.004, , , ,0.0064,2.367, , ,22.7,16.3,53.7,1.2,115.51,0,,,,
Aguilas,12/01/21,10,0.009, , , ,0.0073,2.142, , ,22.7,19.6,42.6,2.13,108.14,0,,,,
Aguilas,12/01/21,11,0.019, , , ,0.0028,0.685, , ,22.4,22.7,35.8,2.94,178.68,0,,,,
Aguilas,12/01/21,12,0.023, , , ,0.0012,0.609, , ,22.3,23.3,34.7,4.81,162.85,0,,,,
Aguilas,12/01/21,13,0.029, , , ,0.0008,0.6, , ,22.2,24.1,32.8,3.67,127.87,0,,,,
Aguilas,12/01/21,14,0.03, , , ,0.001,0.473, , ,22.2,25.1,30.3,5.63,196.85,0,,,,
Aguilas,12/01/21,15,0.03, , , ,0.001,0.467, , ,22.3,24.6,29.2,7.72,226.22,0,,,,
Aguilas,12/01/21,16,0.028, , , ,0.0005,0.383, , ,22.3,24.1,29.4,7.46,235.63,0,,,,
Aguilas,12/01/21,17,0.022, , , ,0.0006,0.343, , ,22.3,23.2,32.1,6.26,253.74,0,,,,
Aguilas,12/01/21,18,0.012, , , ,0.0006,0.664, , ,22.7,21.8,35.2,4.41,258.78,0,,,,
Aguilas,12/01/21,19,0.009, , , ,0.0009,0.851, , ,22.8,20.3,37.7,2.97,198.25,0,,,,
Aguilas,12/01/21,20,0.004, , , ,0.0017,1.144, , ,22.8,19.2,40.9,2.23,212.32,0,,,,
Aguilas,12/01/21,21,0.009, , , ,0.0007,0.674, , ,22.8,18.7,44.4,3.32,248.02,0,,,,
Aguilas,12/01/21,22,0.011, , , ,0.0006,0.508, , ,22.8,17.6,52.6,3.64,274.85,0,,,,
Aguilas,12/01/21,23,0.017, , , ,0.0005,0.396, , ,22.7,17.4,53,5.29,254.35,0,,,,
Aguilas,13/01/21,0,0.012,0.002,0.014,0.017,0.0006,0.49, , ,22.7,16.6,57.1,2.17,164.87,0,,,,
Aguilas,13/01/21,1,0.009,0,0,0,0,0, , ,22.7,15.5,60.5,1.96,278.16,0,,,,
Aguilas,13/01/21,2,0.011,0.001,0.012,0.014,0.0007,0.417, , ,22.8,14.9,63.8,2.17,248.39,0,,,,
Aguilas,13/01/21,3,0.006,0.006,0.019,0.026,0.0007,0.5, , ,22.9,13.7,69.2,0.52,211.49,0,,,,
Aguilas,13/01/21,4,0.003,0.006,0.019,0.025,0.0005,0.667, , ,22.9,13.1,72.9,1.1,286.13,0,,,,
Aguilas,13/01/21,5,0.001,0.012,0.021,0.033,0.0007,0.623, , ,22.8,12.5,75,1.04,293.41,0,,,,
Aguilas,13/01/21,6,0,0.067,0.022,0.089,0.0024,1.4, , ,22.9,12.2,76.7,1.19,170.76,0,,,,
Aguilas,13/01/21,7,0,0.122,0.024,0.146,0.0036,2.302, , ,22.8,12.1,75,0.9,182.86,0,,,,
Aguilas,13/01/21,8,0.001,0.099,0.028,0.127,0.0037,2.136, , ,22.8,12.9,60,2.74,69.56,0,,,,
Aguilas,13/01/21,9,0.006,0.046,0.033,0.079,0.0033,1.614, , ,22.7,15.1,47.2,3.31,57.02,0,,,,
Aguilas,13/01/21,10,0.012,0.037,0.039,0.077,0.0042,1.595, , ,22.7,16.7,39.3,2.99,88.34,0,,,,
Aguilas,13/01/21,11,0.019,0.015,0.04,0.055,0.0035,1.317, , ,22.7,18.3,35.6,3.02,89.55,0,,,,
Aguilas,13/01/21,12,0.028,0.008,0.045,0.053,0.0031,1.223, , ,22.5,19.7,34,3.2,110.66,0,,,,
Aguilas,13/01/21,13,0.037,0.003,0.036,0.039,0.0019,0.975, , ,22.3,21.3,31.4,2.71,123.86,0,,,,
Aguilas,13/01/21,14,0.04,0.002,0.026,0.028,0.0017,0.723, , ,22.2,22.2,31.8,2.79,116.22,0,,,,
Aguilas,13/01/21,15,0.042,0.001,0.02,0.021,0.0015,0.718, , ,22.2,22.3,32,2.38,155.83,0,,,,
Aguilas,13/01/21,16,0.039,0.002,0.02,0.021,0.0016,0.662, , ,22.2,23.4,30.8,2.28,209.84,0,,,,
Aguilas,13/01/21,17,0.029,0.002,0.031,0.033,0.0026,0.635, , ,22.4,22.6,32.5,2.01,94.97,0,,,,
Aguilas,13/01/21,18,0.025,0.001,0.026,0.028,0.002,0.618, , ,22.6,21.5,34,2.06,126.59,0,,,,
Aguilas,13/01/21,19,0.003,0.02,0.048,0.068,0.0023,1.513, , ,22.8,20.7,36.4,1.09,112.03,0,,,,
Aguilas,13/01/21,20,0.001,0.035,0.052,0.087,0.0022,1.677, , ,22.7,19.8,42.9,2.48,257.08,0,,,,
Aguilas,13/01/21,21,0,0.027,0.047,0.074,0.0019,1.424, , ,22.7,18.9,46.2,2.14,247.52,0,,,,
Aguilas,13/01/21,22,0.003,0.012,0.037,0.049,0.0016,0.699, , ,22.7,18.5,44.7,1.89,290.98,0,,,,
Aguilas,13/01/21,23,0.003,0.005,0.034,0.039,0.0014,0.568, , ,22.8,18.2,45.5,1.3,274.28,0,,,,
Aguilas,14/01/21,0,0.001,0.005,0.034,0.039,0.0014,0.921, , ,22.7,17.9,47.7,1.88,253.31,0,,,,
Aguilas,14/01/21,1,0.008,0,0,0,0,0, , ,22.7,17.7,48.2,2.03,239.65,0,,,,
Aguilas,14/01/21,2,0.006,0.002,0.027,0.029,0.0013,0.641, , ,22.7,17.8,47,2.82,239.4,0,,,,
Aguilas,14/01/21,3,0.002,0.008,0.033,0.041,0.0015,0.955, , ,22.7,18,45.6,2.02,180.47,0,,,,
Aguilas,14/01/21,4,0.002,0.015,0.033,0.047,0.0016,1.396, , ,22.7,17.8,46.4,1.07,125.14,0,,,,
Aguilas,14/01/21,5,0,0.026,0.033,0.059,0.0018,1.358, , ,22.7,17.5,49,2.03,150.6,0,,,,
Aguilas,14/01/21,6,0,0.039,0.034,0.074,0.0022,1.615, , ,22.7,17.4,50.9,1.27,180.99,0,,,,
Aguilas,14/01/21,7,0,0.082,0.035,0.117,0.0036,2.241, , ,22.6,17.2,52.8,2.1,164.66,0,,,,
Aguilas,14/01/21,8,0,0.115,0.039,0.153,0.0043,2.845, , ,22.6,17.4,52.5,2.81,169.94,0,,,,
Aguilas,14/01/21,9,0.001,0.096,0.043,0.139,0.0043,2.39, , ,22.6,18.3,47.3,2.97,188.05,0,,,,
Aguilas,14/01/21,10,0.004,0.045,0.04,0.086,0.0027,1.823, , ,22.7,19.3,40.6,2.69,187.9,0,,,,
Aguilas,14/01/21,11,0.014,0.025,0.041,0.066,0.0027,1.394, , ,22.6,21.1,34.8,2.62,91.64,0,,,,
Aguilas,14/01/21,12,0.022,0.017,0.046,0.063,0.0037,1.473, , ,22.3,24.2,30.5,2.44,139.81,0,,,,
Aguilas,14/01/21,13,0.043,0.002,0.028,0.031,0.0021,1.038, , ,22.2,25.3,29.3,2.55,169.01,0,,,,
Aguilas,14/01/21,14,0.054,0.002,0.025,0.027,0.0017,1.105, , ,22.2,27.3,26.7,3.04,175.88,0.4,,,,
Aguilas,14/01/21,15,0.047,0.001,0.015,0.016,0.001,0.912, , ,22.2,27.8,25.3,6.4,235.45,0,,,,
Aguilas,14/01/21,16,0.037,0,0,0,0.0007,0.797, , ,22.3,26.3,26.5,5.79,267.35,0,,,,
Aguilas,14/01/21,17,0.037,0,0,0,0.0006,0.845, , ,22.3,25.6,27.7,5.24,292.51,0,,,,
Aguilas,14/01/21,18,0.026,0,0,0,0.001,1.127, , ,22.5,23.8,32.5,4.42,317.01,0.4,,,,
Aguilas,14/01/21,19,0.004,0.008,0.042,0.049,0.0016,1.771, , ,22.7,21.6,37.3,2.87,284.18,0,,,,
Aguilas,14/01/21,20,0.006,0.01,0.04,0.05,0.0012,1.579, , ,22.7,19.8,39.9,3.54,270.98,0,,,,
Aguilas,14/01/21,21,0.01,0.002,0.032,0.034,0.0012,1.214, , ,22.8,18.9,39,4.07,264.27,0,,,,
Aguilas,14/01/21,22,0.013,0.002,0.026,0.028,0.0007,1.147, , ,22.8,18.4,36.8,3.91,242.34,0,,,,
Aguilas,14/01/21,23,0.019,0.001,0.021,0.023,0.0004,0.987, , ,22.8,17.9,35.7,3.68,251.65,0,,,,
Aguilas,15/01/21,0,0.006,0.007,0.031,0.038,0.0013,0.986, , ,22.8,16.7,39.7,1.5,199.9,0,,,,
Aguilas,15/01/21,1,0.003,0,0,0,0,0, , ,22.8,15.5,46,2.06,278.87,0,,,,
Aguilas,15/01/21,2,0.004,0.006,0.031,0.036,0.0014,0.487, , ,22.9,14.9,49.5,2.53,274.07,0,,,,
Aguilas,15/01/21,3,0.011,0.006,0.028,0.034,0.0013,0.262, , ,22.9,14.9,50,1.86,242.06,0,,,,
Aguilas,15/01/21,4,0.003,0.015,0.031,0.046,0.0015,0.515, , ,22.9,14.1,54.8,0.95,163.31,0,,,,
Aguilas,15/01/21,5,0,0.046,0.034,0.08,0.0021,0.309, , ,22.9,13.7,58,1.92,234.79,0,,,,
Aguilas,15/01/21,6,0,0.085,0.034,0.119,0.0031,0.936, , ,23,12.8,59.7,0.39,270.67,0,,,,
Aguilas,15/01/21,7,0,0.073,0.033,0.106,0.0027,0.905, , ,22.9,12.1,59.1,2.11,240.46,0,,,,
Aguilas,15/01/21,8,0.004,0.051,0.036,0.087,0.0024,0.968, , ,22.8,14.3,48.9,1.73,251.87,0,,,,
Aguilas,15/01/21,9,0.005,0.075,0.051,0.125,0.0065,1.546, , ,22.7,17.3,39.3,2.8,70.81,0,,,,
Aguilas,15/01/21,10,0.02,0.02,0.044,0.064,0.002,0.62, , ,22.7,18.9,30.9,2.99,135.82,0,,,,
Aguilas,15/01/21,11,0.026,0.008,0.039,0.047,0.0021,0.56, , ,22.6,22,22.6,2.03,162.94,0,,,,
Aguilas,15/01/21,12,0.036,0.004,0.034,0.038,0.0019,0.34, , ,22.3,24.6,17.4,2.75,140.71,0,,,,
Aguilas,15/01/21,13,0.046,0.002,0.025,0.028,0.0018,0.216, , ,22.3,26.4,15.2,2.66,132.49,0,,,,
Aguilas,15/01/21,14,0.046,0.002,0.019,0.021,0.002,0.109, , ,22.4,27.7,13.4,3.67,171.74,0,,,,
Aguilas,15/01/21,15,0.055,0.002,0.019,0.021,0.0018,0.174, , ,22.4,28.3,13.4,3.18,181.51,0,,,,
Aguilas,15/01/21,16,0.054,0.001,0.018,0.019,0.0017,0.195, , ,22.4,28.1,13.5,4.29,112.12,0,,,,
Aguilas,15/01/21,17,0.036,0,0,0,0.0015,0.068, , ,22.4,26.8,13.1,5.09,143.62,0,,,,
Aguilas,15/01/21,18,0.027,0,0,0,0.0011,0.217, , ,22.4,24.8,16.5,4.06,224.8,0,,,,
Aguilas,15/01/21,19,0.002,0.013,0.042,0.055,0.0015,0.83, , ,22.8,23,20.7,2.83,308.31,0,,,,
Aguilas,15/01/21,20,0.001,0.032,0.044,0.076,0.0024,1.116, , ,22.9,21.4,24.6,2.75,269.7,0,,,,
Aguilas,15/01/21,21,0.002,0.013,0.039,0.052,0.0015,0.74, , ,22.9,20.5,25.8,3.02,261.83,0,,,,
Aguilas,15/01/21,22,0.009,0.006,0.032,0.038,0.0015,0.496, , ,23,19.8,26.8,3.06,253.89,0,,,,
Aguilas,15/01/21,23,0.006,0.01,0.036,0.045,0.0018,0.613, , ,22.9,19.3,28.1,2.93,219.21,0,,,,
Aguilas,16/01/21,0,0.006, , , ,0.0003,0.581, , ,22.8,18.3,31,3.15,244.27,0,,,,
Aguilas,16/01/21,1,0.011, , , ,0,0, , ,22.9,17.2,33.5,2.43,249.96,0,,,,
Aguilas,16/01/21,2,0.003, , , ,0.0005,0.704, , ,22.9,16.6,34.8,1.3,216.29,0,,,,
Aguilas,16/01/21,3,0.003, , , ,0.0004,0.514, , ,22.9,15.4,38.2,2.05,302.84,0,,,,
Aguilas,16/01/21,4,0.004, , , ,0,0.325, , ,22.9,14.9,39.8,1.98,285.6,0,,,,
Aguilas,16/01/21,5,0.001, , , ,0.0014,1.311, , ,22.9,14.3,41.1,0.89,224.07,0,,,,
Aguilas,16/01/21,6,0.001, , , ,0.0005,0.518, , ,22.9,14.4,41.2,1.77,255.69,0,,,,
Aguilas,16/01/21,7,0, , , ,0.0009,1.005, , ,22.9,14.1,43.8,1.31,266.58,0,,,,
Aguilas,16/01/21,8,0.003, , , ,0.0027,1.498, , ,22.7,15.8,39,1.54,230.83,0,,,,
Aguilas,16/01/21,9,0.01, , , ,0.004,1.559, , ,22.8,19.6,27.7,2.42,68.51,0,,,,
Aguilas,16/01/21,10,0.021, , , ,0.0037,1.328, , ,22.5,21.7,20.7,3.15,82,0,,,,
Aguilas,16/01/21,11,0.031, , , ,0.0023,0.916, , ,22.3,23.8,15.9,2.96,85.17,0,,,,
Aguilas,16/01/21,12,0.043, , , ,0.0023,0.672, , ,22.3,25.2,13.8,2.35,143.8,0,,,,
Aguilas,16/01/21,13,0.053, , , ,0.0014,0.54, , ,22.4,26.8,13,2.27,240.57,0,,,,
Aguilas,16/01/21,14,0.054, , , ,0.0008,0.436, , ,22.4,28.5,15.2,3.69,184.7,0,,,,
Aguilas,16/01/21,15,0.05, , , ,0.0004,0.294, , ,22.4,28.6,20.4,6,224.55,0,,,,
Aguilas,16/01/21,16,0.042, , , ,0.0004,0.271, , ,22.4,27.3,25.4,6.36,270.88,0,,,,
Aguilas,16/01/21,17,0.034, , , ,0.0001,0.299, , ,22.4,26.1,29.1,5.83,278.65,0.36,,,,
Aguilas,16/01/21,18,0.022, , , ,0.0004,0.38, , ,22.4,25,32.3,5.44,267.28,0,,,,
Aguilas,16/01/21,19,0.025, , , ,0.0007,0.507, , ,22.6,24,29.2,5.22,262.09,0,,,,
Aguilas,16/01/21,20,0.022, , , ,0.0003,0.432, , ,22.7,23,31.8,5.44,268.84,0,,,,
Aguilas,16/01/21,21,0.021, , , ,0,0.365, , ,22.9,21.8,35.4,4.82,269,0,,,,
Aguilas,16/01/21,22,0.024, , , ,0,0.312, , ,22.9,20.9,35.1,5.89,283.51,0.34,,,,
Aguilas,16/01/21,23,0.024, , , ,0,0.24, , ,22.8,20.4,35.9,4.83,269.25,0,,,,
Aguilas,17/01/21,0,0.023, , , ,0.0002,0.369, , ,22.8,19.9,37.9,3.39,262.05,0,,,,
Aguilas,17/01/21,1,0.022, , , ,0,0, , ,22.8,19.5,39,4.33,273.44,0,,,,
Aguilas,17/01/21,2,0.021, , , ,0.0002,0.343, , ,22.8,19.1,40,3.68,285.19,0.4,,,,
Aguilas,17/01/21,3,0.016, , , ,0.0001,0.382, , ,22.8,18.4,43.5,1.91,287.55,0,,,,
Aguilas,17/01/21,4,0.01, , , ,0.0003,0.521, , ,22.8,17.9,46.5,1.72,275.9,0,,,,
Aguilas,17/01/21,5,0.008, , , ,0.0006,0.509, , ,22.7,17.6,46.9,2.42,266.92,0,,,,
Aguilas,17/01/21,6,0.008, , , ,0.0005,0.519, , ,22.7,17.1,47.3,2.26,248.71,0,,,,
Aguilas,17/01/21,7,0.006, , , ,0.0004,0.582, , ,22.7,16.4,49,2.01,262.74,0,,,,
Aguilas,17/01/21,8,0.003, , , ,0.0013,1.285, , ,22.6,16.3,51,0.77,106.65,0,,,,
Aguilas,17/01/21,9,0.012, , , ,0.0008,0.907, , ,22.7,18.8,42.3,1.55,103.67,0,,,,
Aguilas,17/01/21,10,0.019, , , ,0.0022,0.564, , ,22.7,21.1,33.7,2.88,65.23,0,,,,
Aguilas,17/01/21,11,0.028, , , ,0.0007,0.334, , ,22.4,24.2,27.5,2.79,119.56,0,,,,
Aguilas,17/01/21,12,0.035, , , ,0.001,0.312, , ,22.3,26.4,23.4,3.48,180.86,0,,,,
Aguilas,17/01/21,13,0.037, , , ,0.0005,0.282, , ,22.3,27.8,18.5,3.71,182.83,0,,,,
Aguilas,17/01/21,14,0.039, , , ,0.0018,0.309, , ,22.4,28.8,14,3.48,196.36,0,,,,
Aguilas,17/01/21,15,0.041, , , ,0.001,0.349, , ,22.4,29.1,11.9,4.25,170.81,0,,,,
Aguilas,17/01/21,16,0.042, , , ,0.0027,0.253, , ,22.5,28.6,11.5,3.95,216.95,0,,,,
Aguilas,17/01/21,17,0.041, , , ,0.0046,0.256, , ,22.4,28.1,10.7,2.76,234.3,0,,,,
Aguilas,17/01/21,18,0.031, , , ,0.0009,0.397, , ,22.5,26.2,13,2.15,235.01,0,,,,
Aguilas,17/01/21,19,0.015, , , ,0.0003,0.749, , ,22.9,22.2,22.3,3.78,255.63,0,,,,
Aguilas,17/01/21,20,0.008, , , ,0.0007,0.983, , ,22.9,19.8,25.5,3.05,251.05,0,,,,
Aguilas,17/01/21,21,0.007, , , ,0.0004,1.058, , ,22.9,18.8,26.3,2.26,232.58,0,,,,
Aguilas,17/01/21,22,0.005, , , ,0.0005,0.94, , ,22.9,18.1,29.3,2.55,255.76,0,,,,
Aguilas,17/01/21,23,0.009, , , ,0.0009,1.052, , ,22.9,18.1,34.1,2.39,267.26,0,,,,
Aguilas,18/01/21,0,0.019,0.006,0.028,0.034,0.0012,0.601, , ,22.9,18.8,49,2.57,234.31,0,,,,
Aguilas,18/01/21,1,0.009,0,0,0,0,0, , ,22.8,18.4,57.3,1.57,177.85,0,,,,
Aguilas,18/01/21,2,0.004,0.007,0.035,0.042,0.0015,0.993, , ,22.7,17,53.7,2.1,72.26,0,,,,
Aguilas,18/01/21,3,0,0.051,0.04,0.091,0.0044,1.684, , ,22.8,16.4,41.8,2.42,75.61,0,,,,
Aguilas,18/01/21,4,0,0.06,0.04,0.1,0.005,1.759, , ,22.8,15.7,41.9,1.27,148.73,0,,,,
Aguilas,18/01/21,5,0,0.077,0.038,0.115,0.0042,1.922, , ,22.8,14.9,51,1.56,239.53,0,,,,
Aguilas,18/01/21,6,0,0.084,0.035,0.119,0.0032,1.51, , ,22.8,14.3,68.2,2.14,237.64,0,,,,
Aguilas,18/01/21,7,0,0.069,0.029,0.099,0.0022,1.682, , ,22.8,13.9,73.3,2.34,244.56,0,,,,
Aguilas,18/01/21,8,0.002,0.079,0.034,0.113,0.0036,2.248, , ,22.7,15.9,59.7,0.91,162.39,0,,,,
Aguilas,18/01/21,9,0.008,0.068,0.046,0.114,0.0039,1.87, , ,22.7,19.8,39.5,1.99,126.42,0,,,,
Aguilas,18/01/21,10,0.015,0.051,0.078,0.129,0.0063,2.318, , ,22.4,22,32,3.29,80.87,0,,,,
Aguilas,18/01/21,11,0.028,0.025,0.085,0.11,0.0048,1.594, , ,22.3,24.2,30.5,3.2,88.86,0,,,,
Aguilas,18/01/21,12,0.033,0.005,0.038,0.042,0.0019,0.697, , ,22.3,26.4,31.9,3.01,148.57,0,,,,
Aguilas,18/01/21,13,0.046,0.002,0.02,0.022,0.0024,0.567, , ,22.2,27.3,33.3,3.11,197.79,0,,,,
Aguilas,18/01/21,14,0.04,0.003,0.026,0.029,0.002,0.687, , ,22.2,27.8,31.7,4.78,177.09,0,,,,
Aguilas,18/01/21,15,0.046,0.001,0.015,0.016,0.0013,0.418, , ,22.2,28.6,30.1,3.01,208.46,0,,,,
Aguilas,18/01/21,16,0.04,0.001,0.013,0.014,0.0012,0.365, , ,22.2,28.1,30.7,4.12,243.29,0,,,,
Aguilas,18/01/21,17,0.034,0,0,0,0.0008,0.319, , ,22.3,26.5,33.7,4.99,288.58,0,,,,
Aguilas,18/01/21,18,0.022,0.001,0.013,0.014,0.0009,0.469, , ,22.4,25.7,34.1,3.75,270.48,0,,,,
Aguilas,18/01/21,19,0.005,0.008,0.032,0.04,0.0012,0.975, , ,22.6,24.3,39.6,3.21,244.93,0,,,,
Aguilas,18/01/21,20,0.013,0.01,0.026,0.036,0.0014,0.543, , ,22.7,23.1,43.1,5.6,232.7,0,,,,
Aguilas,18/01/21,21,0.012,0.001,0.016,0.017,0.0009,0.382, , ,22.8,22.2,42.5,4.11,257.45,0,,,,
Aguilas,18/01/21,22,0.018,0,0,0,0.0009,0.278, , ,22.8,21.7,46.2,6.44,291.81,0,,,,
Aguilas,18/01/21,23,0.018,0,0,0,0.0009,0.249, , ,22.7,20.9,49.1,4.21,277.33,0,,,,
Aguilas,19/01/21,0,0.016,0,0,0,0.0005,0.434, , ,22.7,20.2,52,2.78,234.6,0,,,,
Aguilas,19/01/21,1,0.015,0,0,0,0,0, , ,22.7,19.4,54.7,1.87,252.51,0,,,,
Aguilas,19/01/21,2,0.008,0.002,0.014,0.016,0.0004,0.508, , ,22.7,18.3,59,1.6,249.96,0,,,,
Aguilas,19/01/21,3,0.01,0.002,0.015,0.016,0.0003,0.467, , ,22.7,17.5,65.6,1.87,245.98,0,,,,
Aguilas,19/01/21,4,0.002,0.004,0.02,0.024,0.0003,0.545, , ,22.7,16.6,71.6,1.79,232.82,0,,,,
Aguilas,19/01/21,5,0,0.013,0.022,0.035,0.0015,0.676, , ,22.7,16.2,74.8,2.53,217.77,0,,,,
Aguilas,19/01/21,6,0,0.05,0.024,0.074,0.0017,1.226, , ,22.6,15.6,77.5,1.3,273.75,0,,,,
