Estación SIMAJ,Fecha,Hora,O3,NO,NO2,NOX,SO2,CO,PM10,PM2.5,TMPI,TMP,RH,WS,WD,PP,RS,PBA,UV,UVI
Aguilas,04/10/21,20,0.013,0.003,0.015,0.018,0.0007, , , ,22.8,24.8,61.4,2.72,111.02,0,,,,
Aguilas,04/10/21,21,0.008,0.001,0.018,0.02,0.0007, , , ,22.8,24,65.2,1.98,289.11,0,,,,
Aguilas,04/10/21,22,0.003,0.007,0.022,0.029,0.0009, , , ,22.9,23.8,66.7,1.47,179.18,0,,,,
Aguilas,04/10/21,23,0.002,0.003,0.02,0.024,0.0007, , , ,22.9,23.2,71.4,1.14,264.47,0,,,,
Aguilas,05/10/21,0,0.001,0.008,0.019,0.027,0.0008, , , ,22.9,22.6,75.7,1.01,293.4,0,,,,
Aguilas,05/10/21,1,0.005,0.005,0.015,0.02,0, , , ,22.9,22.5,74.9,2.63,227.28,0,,,,
Aguilas,05/10/21,2,0.017,0.001,0.006,0.007,0.0007, , , ,22.9,21.9,78.9,4.34,241.39,0,,,,
Aguilas,05/10/21,3,0.019,0.001,0.006,0.007,0.0008, , , ,23,20,89.4,5.08,220.68,0,,,,
Aguilas,05/10/21,4,0.02,0.001,0.006,0.007,0.0007, , , ,23,19.3,92.7,5.59,170.69,0,,,,
Aguilas,05/10/21,5,0.019,0,0,0,0.0009, , , ,23,18.9,93,3.82,155.8,0,,,,
Aguilas,05/10/21,6,0.019,0.006,0.01,0.016,0.0005, , , ,23,18.7,93.8,4.9,87.12,0,,,,
Aguilas,05/10/21,7,0.007,0.005,0.017,0.022,0.0008, , , ,23,18.7,94.9,5.49,179.74,0,,,,
Aguilas,05/10/21,8,0.006,0.01,0.017,0.027,0.0008, , , ,23,19,93.5,1.2,165.78,0,,,,
Aguilas,05/10/21,9,0.006,0.023,0.02,0.043,0.001, , , ,23,19.2,90.3,2.74,61.14,0,,,,
Aguilas,05/10/21,10,0.009,0.024,0.021,0.045,0.0015, , , ,23,19.8,84.6,2.62,74.24,0,,,,
Aguilas,05/10/21,11,0.012,0.02,0.019,0.039,0.0015, , , ,22.9,21,78.9,2.65,58.93,0,,,,
Aguilas,05/10/21,12,0.018,0.015,0.015,0.03,0.0012, , , ,22.8,23.1,69.2,5.21,81.96,0,,,,
Aguilas,05/10/21,13,0.018,0.013,0.012,0.025,0.0009, , , ,22.8,23.7,64.7,6.24,81.9,0,,,,
Aguilas,05/10/21,14,0.021,0.01,0.01,0.02,0.0008, , , ,22.8,25,59.9,5.43,85.57,0,,,,
Aguilas,05/10/21,15,0.024,0.008,0.01,0.017,0.0005, , , ,22.8,26.6,52.3,5.44,96.23,0,,,,
Aguilas,05/10/21,16,0.027,0.008,0.011,0.019,0.0005, , , ,22.8,27.4,47.1,4,135.54,0,,,,
Aguilas,05/10/21,17,0.025,0.007,0.013,0.02,0.0006, , , ,22.7,26.9,49.3,3.34,169.14,0,,,,
Aguilas,05/10/21,18,0.018,0.01,0.019,0.028,0.001, , , ,22.8,25.7,55.9,2.38,145.86,0,,,,
Aguilas,05/10/21,19,0.013,0.005,0.018,0.023,0.0008, , , ,22.8,24.6,64.8,2.46,126.15,0,,,,
Aguilas,05/10/21,20,0.011,0.001,0.014,0.016,0.0004, , , ,22.8,23.4,73.7,3.22,85.12,0,,,,
Aguilas,05/10/21,21,0.008,0.001,0.015,0.016,0.0007, , , ,22.9,22.9,74.7,2.57,95.8,0,,,,
Aguilas,05/10/21,22,0.005,0.007,0.018,0.024,0.0006, , , ,22.9,22.5,75.7,1.17,139.71,0,,,,
Aguilas,05/10/21,23,0.001,0.009,0.018,0.027,0.0007, , , ,22.9,22.1,79,1.36,254.36,0,,,,
Aguilas,06/10/21,0,0.001,0.01,0.017,0.027,0.0008, , , ,23,21.8,80.9,0.89,167.21,0,,,,
Aguilas,06/10/21,1,0.004,0.007,0.015,0.023,0, , , ,22.9,21.9,81,2.59,41.57,0,,,,
Aguilas,06/10/21,2,0.007,0.002,0.012,0.014,0.0009, , , ,22.9,21.6,80.1,2.72,76.97,0,,,,
Aguilas,06/10/21,3,0.005,0.004,0.015,0.018,0.0009, , , ,23,21.1,81.6,1.02,106.66,0,,,,
Aguilas,06/10/21,4,0.004,0.004,0.016,0.02,0.0007, , , ,23,20.2,84.4,2.18,160.9,0,,,,
Aguilas,06/10/21,5,0.002,0.007,0.017,0.024,0.0011, , , ,23,19.8,86.6,0.3,143.02,0,,,,
Aguilas,06/10/21,6,0,0.026,0.018,0.044,0.0015, , , ,23,19.7,87.1,0.37,152.45,0,,,,
Aguilas,06/10/21,7,0.001,0.042,0.02,0.062,0.0015, , , ,23,19.8,83.8,0.69,96.91,0,,,,
Aguilas,06/10/21,8,0.002,0.052,0.02,0.073,0.0016, , , ,23,19.9,84.8,1.41,60.31,0,,,,
Aguilas,06/10/21,9,0.005,0.031,0.017,0.048,0.0015, , , ,23,21.6,75.7,4.14,61.85,0,,,,
Aguilas,06/10/21,10,0.014,0.017,0.014,0.031,0.0008, , , ,22.9,23.4,63.6,5.93,63.77,0,,,,
Aguilas,06/10/21,11,0.022,0.011,0.01,0.021,0.0008, , , ,22.9,25,56,6.75,71.17,0,,,,
Aguilas,06/10/21,12,0.029,0.007,0.01,0.017,0.0009, , , ,22.9,26.5,50.7,6.17,75.89,0,,,,
Aguilas,06/10/21,13,0.036,0.005,0.01,0.014,0.0009, , , ,22.8,27.8,45.6,5.92,82.6,0,,,,
Aguilas,06/10/21,14,0.042,0.003,0.009,0.012,0.0005, , , ,22.7,28.4,44.7,5.2,77.74,0,,,,
Aguilas,06/10/21,15,0.039,0.005,0.01,0.015,0.0004, , , ,22.6,29.7,40,4.49,91.31,0,,,,
Aguilas,06/10/21,16,0.034,0.007,0.013,0.02,0.0007, , , ,22.4,29.6,40.3,4.12,75.87,0,,,,
Aguilas,06/10/21,17,0.029,0.008,0.015,0.023,0.0007, , , ,22.5,29,44,5.05,97.32,0,,,,
Aguilas,06/10/21,18,0.015,0.009,0.023,0.032,0.0007, , , ,22.7,26.2,58.5,4.7,173.45,0,,,,
Aguilas,06/10/21,19,0.017,0.005,0.021,0.027,0.0009, , , ,22.8,25.3,62.2,3.72,203.03,0,,,,
Aguilas,06/10/21,20,0.012,0.005,0.024,0.029,0.0008, , , ,22.8,25.2,63.8,3.02,221.98,0,,,,
Aguilas,06/10/21,21,0.008,0.005,0.026,0.031,0.0007, , , ,22.8,24.7,66.6,1.44,207.39,0,,,,
Aguilas,06/10/21,22,0.016,0.003,0.015,0.019,0.0007, , , ,22.8,23.7,68.8,6.86,91.44,0,,,,
Aguilas,06/10/21,23,0.026,0.001,0.009,0.01,0.0012, , , ,22.9,20.9,74.5,5.88,119.11,0,,,,
Aguilas,07/10/21,0,0.023,0.001,0.011,0.012,0.001, , , ,23,20.6,77.2,3.44,187.07,0,,,,
Aguilas,07/10/21,1,0.025,0.001,0.009,0.01,0, , , ,23,19.5,86.3,2.71,188.65,0,,,,
Aguilas,07/10/21,2,0.026,0,0,0,0.0007, , , ,23,19.1,89.5,2.4,242.33,0,,,,
Aguilas,07/10/21,3,0.021,0.001,0.009,0.009,0.0006, , , ,23,19.3,89.4,3.34,223.15,0,,,,
Aguilas,07/10/21,4,0.019,0.001,0.01,0.011,0.0007, , , ,23,19.3,89.9,1.16,104.47,0,,,,
Aguilas,07/10/21,5,0.017,0.003,0.013,0.016,0.0006, , , ,23,19.3,90,1.77,125.99,0,,,,
Aguilas,07/10/21,6,0.006,0.01,0.019,0.029,0.0007, , , ,23,19.5,91.7,0.76,76.04,0,,,,
Aguilas,07/10/21,7,0.004,0.004,0.019,0.022,0.0006, , , ,23,19.3,91.2,0.32,284.28,0,,,,
Aguilas,07/10/21,8,0.003,0.035,0.024,0.059,0.0016, , , ,23,19.8,90.3,1.23,92.86,0,,,,
Aguilas,07/10/21,9,0.007,0.032,0.027,0.06,0.002, , , ,23,20.8,83,1.99,77.81,0,,,,
Aguilas,07/10/21,10,0.018,0.014,0.018,0.032,0.0016, , , ,22.9,22.9,69.5,5.32,70.25,0,,,,
Aguilas,07/10/21,11,0.025,0.011,0.013,0.024,0.0015, , , ,,24.6,59.5,5.53,92.55,0,,,,
Aguilas,07/10/21,12,0.033,0.008,0.012,0.02,0.0015, , , ,,26.3,51.2,6.29,74.7,0,,,,
Aguilas,07/10/21,13,0.04,0.005,0.011,0.017,0.0009, , , ,,27.7,45,5.46,75.82,0,,,,
Aguilas,07/10/21,14,0.042,0.004,0.01,0.014,0.0006, , , ,22.3,29,41.5,5.42,85.51,0,,,,
Aguilas,07/10/21,15,0.04,0.004,0.009,0.013,0.0005, , , ,22.4,30.1,38,5.4,88.65,0,,,,
Aguilas,07/10/21,16,0.037,0.004,0.009,0.013,0.0007, , , ,23.2,30.4,36.8,6.28,79.11,0,,,,
Aguilas,07/10/21,17,0.032,0.005,0.01,0.015,0.0006, , , ,23.9,30.4,35.3,6.61,58.96,0,,,,
Aguilas,07/10/21,18,0.026,0.007,0.015,0.022,0.0007, , , ,23.6,29.4,36.6,5.21,53.17,0,,,,
Aguilas,07/10/21,19,0.017,0.007,0.022,0.028,0.0007, , , ,22.6,28.6,39,3.61,51.4,0,,,,
Aguilas,07/10/21,20,0.009,0.004,0.026,0.031,0.0006, , , ,22.6,27,48.3,2.52,284.23,0,,,,
Aguilas,07/10/21,21,0.003,0.005,0.027,0.031,0.0007, , , ,23.1,25,58.9,2.02,271.85,0,,,,
Aguilas,07/10/21,22,0.002,0.019,0.028,0.047,0.0011, , , ,23.1,24.1,62.8,1.83,179.66,0,,,,
Aguilas,07/10/21,23,0.001,0.022,0.03,0.051,0.0016, , , ,23.1,24.4,64.2,2.21,286.26,0,,,,
Aguilas,08/10/21,0,0.013,0.002,0.017,0.019,0.0007, , , ,23.1,24.3,55.2,4.45,172.14,0,,,,
Aguilas,08/10/21,1,0.02,0.001,0.01,0.011,0, , , ,23.1,23.5,55.2,3.12,165.97,0,,,,
Aguilas,08/10/21,2,0.016,0.001,0.01,0.011,0.0005, , , ,23.1,23,59.3,2.93,66.15,0,,,,
Aguilas,08/10/21,3,0.017,0,0,0,0.0002, , , ,23.2,22,63,2.99,74.64,0,,,,
Aguilas,08/10/21,4,0.011,0.002,0.013,0.015,0.0002, , , ,23.2,21.2,66.4,1.85,40.23,0,,,,
Aguilas,08/10/21,5,0.003,0.013,0.02,0.033,0.0009, , , ,23.2,20.5,72.3,1.76,77.85,0,,,,
Aguilas,08/10/21,6,0,0.032,0.022,0.054,0.0013, , , ,23.2,19.6,75.3,1.02,125.47,0,,,,
Aguilas,08/10/21,7,0,0.045,0.022,0.067,0.0016, , , ,23.1,19.1,76.4,1.2,52.95,0,,,,
Aguilas,08/10/21,8,0.003,0.044,0.022,0.067,0.0015, , , ,23.1,20,70.8,3.58,58.48,0,,,,
Aguilas,08/10/21,9,0.011,0.023,0.02,0.043,0.0011, , , ,23.1,22,57.7,5.55,56.25,0,,,,
Aguilas,08/10/21,10,0.021,0.014,0.015,0.029,0.0011, , , ,23.1,23.5,49.1,6.48,71.57,0,,,,
Aguilas,08/10/21,11,0.028,0.01,0.012,0.022,0.0009, , , ,23.2,24.9,44.7,7.12,66.41,0,,,,
Aguilas,08/10/21,12,0.034,0.007,0.012,0.019,0.0008, , , ,23.1,26.6,41,6.77,63.63,0,,,,
Aguilas,08/10/21,13,0.041,0.006,0.012,0.018,0.0006, , , ,23,27.9,39,6.68,61.43,0,,,,
Aguilas,08/10/21,14,0.046,0.005,0.012,0.017,0.0006, , , ,22.8,29.4,36.7,5.7,80.26,0,,,,
Aguilas,08/10/21,15,0.046,0.005,0.011,0.015,0.0005, , , ,22.1,30.3,35.1,5.78,84.62,0,,,,
Aguilas,08/10/21,16,0.045,0.005,0.011,0.016,0.0003, , , ,22.3,30.6,34.3,5.75,64.11,0,,,,
Aguilas,08/10/21,17,0.042,0.004,0.012,0.016,0.0004, , , ,23.1,31.2,32.2,5.16,71.99,0,,,,
Aguilas,08/10/21,18,0.037,0.004,0.012,0.016,0.0003, , , ,23.5,30.6,33.1,5.15,67.52,0,,,,
Aguilas,08/10/21,19,0.028,0.005,0.019,0.024,0.0005, , , ,22.9,29.1,37.9,3.32,103.14,0,,,,
Aguilas,08/10/21,20,0.02,0.005,0.029,0.034,0.0006, , , ,22.7,27.1,45.1,2.75,190.26,0,,,,
Aguilas,08/10/21,21,0.003,0.006,0.031,0.037,0.0006, , , ,23.1,25.4,53.8,2.43,281.64,0,,,,
Aguilas,08/10/21,22,0.003,0.006,0.028,0.035,0.0003, , , ,23.1,24.2,57,2.7,252.31,0,,,,
Aguilas,08/10/21,23,0.002,0.008,0.028,0.036,0.0004, , , ,23.1,23.5,60.2,2.64,251.17,0,,,,
Aguilas,09/10/21,0,0.009,0.002,0.02,0.021,0.0005, , , ,23.1,22.8,62.2,1.67,275.6,0,,,,
Aguilas,09/10/21,1,0.005,0.003,0.021,0.024,0, , , ,23.2,22.6,64.9,2.53,175.85,0,,,,
Aguilas,09/10/21,2,0.019,0.001,0.01,0.011,0.0005, , , ,23.2,22.6,56.6,4.64,63.73,0,,,,
Aguilas,09/10/21,3,0.022,0.001,0.009,0.01,0.0004, , , ,23.2,22.2,54.1,4.52,43.5,0,,,,
Aguilas,09/10/21,4,0.011,0.003,0.015,0.018,0.0006, , , ,23.2,21.2,61.4,1.01,55.05,0,,,,
Aguilas,09/10/21,5,0.009,0.006,0.016,0.021,0.0009, , , ,23.2,20.4,65.2,2.98,46.41,0,,,,
Aguilas,09/10/21,6,0.002,0.024,0.022,0.046,0.001, , , ,23.2,19.7,69,0.75,104.18,0,,,,
Aguilas,09/10/21,7,0.001,0.04,0.021,0.06,0.0012, , , ,23.2,19,74,1.98,204.87,0,,,,
Aguilas,09/10/21,8,0.003,0.04,0.021,0.062,0.0018, , , ,23.2,19.6,71.1,1.45,219.49,0,,,,
Aguilas,09/10/21,9,0.011,0.019,0.018,0.036,0.0014, , , ,23.2,22.1,57.6,4.34,55.42,0,,,,
Aguilas,09/10/21,10,0.021,0.012,0.015,0.027,0.0011, , , ,23.1,23.7,52.2,5.33,68,0,,,,
Aguilas,09/10/21,11,0.032,0.007,0.013,0.021,0.0014, , , ,23.1,25.5,47.3,5.38,69.37,0,,,,
Aguilas,09/10/21,12,0.045,0.003,0.01,0.013,0.001, , , ,23.1,27.1,43.2,4.34,91.12,0,,,,
Aguilas,09/10/21,13,0.055,0.004,0.013,0.017,0.0011, , , ,22.9,29,39.6,3.57,125.86,0,,,,
Aguilas,09/10/21,14,0.068,0.002,0.013,0.016,0.0012, , , ,22.7,30.3,36.6,3.56,141.71,0,,,,
Aguilas,09/10/21,15,0.076,0.001,0.011,0.012,0.0008, , , ,22.2,31.7,33.4,3.49,178.52,0,,,,
Aguilas,09/10/21,16,0.07,0.002,0.013,0.015,0.0008, , , ,23.5,31.8,33,4,89.94,0,,,,
Aguilas,09/10/21,17,0.063,0.003,0.014,0.017,0.001, , , ,24.6,31.7,33.7,3.9,171.11,0,,,,
Aguilas,09/10/21,18,0.049,0.003,0.016,0.019,0.0009, , , ,25,30.8,35.3,3.61,155.67,0,,,,
Aguilas,09/10/21,19,0.04,0.001,0.012,0.013,0.0007, , , ,24,28.7,44.2,3.84,254.68,0,,,,
Aguilas,09/10/21,20,0.035,0,0,0,0.0005, , , ,22.7,26.7,53.4,2.95,276.75,0,,,,
Aguilas,09/10/21,21,0.026,0,0,0,0.0005, , , ,23,25.7,57.9,2.87,260.63,0,,,,
Aguilas,09/10/21,22,0.027,0.001,0.018,0.019,0.0004, , , ,23.1,24.7,60.1,3.33,258.59,0,,,,
Aguilas,09/10/21,23,0.03,0,0,0,0.0005, , , ,23.1,24.2,59.9,3.37,254.1,0,,,,
Aguilas,10/10/21,0,0.019,0.001,0.021,0.022, , , , ,23.1,23.8,62.4,3.34,226.3,0,,,,
Aguilas,10/10/21,1,0.018,0.004,0.021,0.025, , , , ,23.1,23.4,65.8,2.19,237.88,0,,,,
Aguilas,10/10/21,2,0.027,0,0,0, , , , ,23.2,22.9,67.8,2.46,285.27,0,,,,
Aguilas,10/10/21,3,0.02,0.002,0.014,0.016, , , , ,23.2,22.3,71.4,0.93,216.65,0,,,,
Aguilas,10/10/21,4,0.021,0.001,0.012,0.013, , , , ,23.2,21.9,80.9,2.66,196.01,0,,,,
Aguilas,10/10/21,5,0.017,0.001,0.014,0.015, , , , ,23.1,21.8,80.6,2.75,125.74,0,,,,
Aguilas,10/10/21,6,0.014,0.005,0.016,0.021, , , , ,23.1,22,80.1,2.24,158.85,0,,,,
Aguilas,10/10/21,7,0.009,0.005,0.017,0.023, , , , ,23,21.6,84.8,1.01,65.04,0,,,,
Aguilas,10/10/21,8,0.008,0.008,0.018,0.026, , , , ,23,21.9,84.2,1.63,117.5,0,,,,
Aguilas,10/10/21,9,0.014,0.004,0.012,0.016, , , , ,23,22.7,82.2,1.72,195.71,0,,,,
Aguilas,10/10/21,10,0.02,0.004,0.01,0.014, , , , ,23,23.8,75.8,1.79,204.59,0,,,,
Aguilas,10/10/21,11,0.02,0.007,0.011,0.018, , , , ,23,25.4,68.3,4.45,163.76,0,,,,
Aguilas,10/10/21,12,0.026,0.005,0.009,0.015, , , , ,23,26.4,63,5.55,171.45,0,,,,
Aguilas,10/10/21,13,0.038,0.003,0.008,0.011, , , , ,22.4,29.2,48,4.82,164.66,0,,,,
Aguilas,10/10/21,14,0.044,0.002,0.007,0.009, , , , ,22.5,30.2,43.5,4.08,169.84,0,,,,
Aguilas,10/10/21,15,0.041,0.002,0.007,0.009, , , , ,23.4,30.1,43.7,4.39,185.75,0,,,,
Aguilas,10/10/21,16,0.037,0.001,0.004,0.005, , , , ,23.8,29,47.8,3.75,281.65,0,,,,
Aguilas,10/10/21,17,0.036,0.001,0.004,0.005, , , , ,23.3,29,46.9,5.19,284.43,0,,,,
Aguilas,10/10/21,18,0.037,0,0,0, , , , ,22.9,28.8,45.6,5.14,267.98,0,,,,
Aguilas,10/10/21,19,0.033,0,0,0, , , , ,22.6,27.2,52,5.76,250.67,0,,,,
Aguilas,10/10/21,20,0.029,0,0,0, , , , ,22.7,25.9,60,5.56,255.01,0,,,,
Aguilas,10/10/21,21,0.027,0.001,0.006,0.007, , , , ,23.1,25.1,65.4,6.22,260.46,0,,,,
Aguilas,10/10/21,22,0.022,0,0,0, , , , ,23.1,24.3,73.2,4.71,258.98,0,,,,
Aguilas,10/10/21,23,0.022,0,0,0, , , , ,23.1,23.9,74.4,5.56,257.32,0,,,,
Aguilas,11/10/21,0,0.024, , , ,0.0002, , , ,23.1,23.7,73.6,4.95,253.59,0,,,,
Aguilas,11/10/21,1,0.019, , , ,0, , , ,23.1,23.1,76.3,2.36,195.71,0,,,,
Aguilas,11/10/21,2,0.02, , , ,0.0002, , , ,23.1,22.5,76.1,3.63,219.44,0,,,,
Aguilas,11/10/21,3,0.021, , , ,0.0004, , , ,23.1,22.6,72.9,5.06,252.94,0,,,,
Aguilas,11/10/21,4,0.021, , , ,0.0005, , , ,23.2,22.2,74.5,4.22,263.85,0,,,,
Aguilas,11/10/21,5,0.015, , , ,0.0004, , , ,23.2,21.5,79.8,1.49,242.95,0,,,,
Aguilas,11/10/21,6,0.009, , , ,0.0004, , , ,23.2,21.1,83.1,1.07,130.86,0,,,,
Aguilas,11/10/21,7,0.003, , , ,0.0004, , , ,23.2,20.6,85.8,0.33,221.49,0,,,,
Aguilas,11/10/21,8,0.002, , , ,0.0009, , , ,23.2,21,84.6,0.42,220.67,0,,,,
Aguilas,11/10/21,9,0.003, , , ,0.0026, , , ,23.1,21.7,83.4,3.36,193.92,0,,,,
Aguilas,11/10/21,10,0.012, , , ,0.0016, , , ,23.1,24,71.4,3.78,171.93,0,,,,
Aguilas,11/10/21,11,0.021, , , ,0.0009, , , ,23.1,26.7,55.8,4.33,158.29,0,,,,
Aguilas,11/10/21,12,0.028, , , ,0.0006, , , ,22.9,28.3,48.4,4.28,155.01,0,,,,
Aguilas,11/10/21,13,0.034, , , ,0.0004, , , ,22.5,29.8,42.2,4.28,156.59,0,,,,
Aguilas,11/10/21,14,0.035, , , ,0.0006, , , ,22.2,31,38,4.85,151.2,0,,,,
Aguilas,11/10/21,15,0.037, , , ,0.0005, , , ,23.8,31.7,35.9,4.65,179.21,0,,,,
Aguilas,11/10/21,16,0.03, , , ,0.0004, , , ,25.3,31.7,37.2,6.72,192.9,0,,,,
Aguilas,11/10/21,17,0.026, , , ,0.0002, , , ,25.9,29.6,41.5,8.45,225.04,0,,,,
Aguilas,11/10/21,18,0.023, , , ,0.0002, , , ,25.7,29,43,7.39,226.45,0,,,,
Aguilas,11/10/21,19,0.015, , , ,0.0002, , , ,24.1,26.9,45.1,5.99,251.57,0,,,,
Aguilas,11/10/21,20,0.013, , , ,0, , , ,22.7,25.5,48.3,5.31,265.16,0,,,,
Aguilas,11/10/21,21,0.013, , , ,0.0002, , , ,23,24.5,55.6,7.16,245.65,0,,,,
Aguilas,11/10/21,22,0.016, , , ,0.0002, , , ,23.1,23.7,64.2,6.57,236.93,0,,,,
Aguilas,11/10/21,23,0.017, , , ,0.0002, , , ,23.1,23.2,68.5,5.3,248.02,0,,,,
Aguilas,12/10/21,0,0.016, , , ,0.0004, , , ,23.1,22.6,74,4.95,262.69,0,,,,
Aguilas,12/10/21,1,0.016, , , ,0, , , ,23.2,22.1,76.3,6.28,265.56,0,,,,
Aguilas,12/10/21,2,0.014, , , ,0.0005, , , ,23.2,21.5,79.2,3.12,278.63,0,,,,
Aguilas,12/10/21,3,0.009, , , ,0.0005, , , ,23.2,20.9,81.7,1.93,255.8,0,,,,
Aguilas,12/10/21,4,0.008, , , ,0.0005, , , ,23.2,20.4,83.8,1.52,258.14,0,,,,
Aguilas,12/10/21,5,0.002, , , ,0.0008, , , ,23.2,19.9,85.9,0.21,212.14,0,,,,
Aguilas,12/10/21,6,0, , , ,0.0013, , , ,23.2,19.5,88.6,0.54,167.41,0,,,,
Aguilas,12/10/21,7,0, , , ,0.002, , , ,23.2,19.1,90.1,1.63,253.05,0,,,,
Aguilas,12/10/21,8,0.002, , , ,0.0013, , , ,23.2,19.6,84.7,1.61,245.57,0,,,,
Aguilas,12/10/21,9,0.005, , , ,0.0018, , , ,23.1,22.1,75.8,1.22,162.22,0,,,,
Aguilas,12/10/21,10,0.01, , , ,0.002, , , ,23.1,23.8,68.1,2,128.35,0,,,,
Aguilas,12/10/21,11,0.017, , , ,0.0014, , , ,23.1,25.8,57,3.39,117.97,0,,,,
Aguilas,12/10/21,12,0.027, , , ,0.001, , , ,23,28.1,45.8,3.58,134.95,0,,,,
Aguilas,12/10/21,13,0.039, , , ,0.0008, , , ,22.2,29.4,41.7,4.33,133.27,0,,,,
Aguilas,12/10/21,14,0.041, , , ,0.0008, , , ,22.1,30,39.5,3.69,182.79,0,,,,
Aguilas,12/10/21,15,0.034, , , ,0.0007, , , ,23.1,30.2,38.8,4.79,185.46,0,,,,
Aguilas,12/10/21,16,0.035, , , ,0.0005, , , ,24,30.4,37.3,4.66,205.15,0,,,,
Aguilas,12/10/21,17,0.027, , , ,0.0005, , , ,24.2,29.3,40,7.87,215.07,0,,,,
Aguilas,12/10/21,18,0.024, , , ,0.0005, , , ,23.6,28,45.5,6.87,211.49,0,,,,
Aguilas,12/10/21,19,0.015, , , ,0.0005, , , ,22.6,26.1,54.1,5.94,222.74,0,,,,
Aguilas,12/10/21,20,0.011, , , ,0.0004, , , ,22.8,24.9,59.6,4.74,232.03,0,,,,
Aguilas,12/10/21,21,0.012, , , ,0.0003, , , ,23.1,24.4,61.5,5.09,246.85,0,,,,
Aguilas,12/10/21,22,0.013, , , ,0.0004, , , ,23.1,23.5,67.8,7.24,235.21,0,,,,
Aguilas,12/10/21,23,0.015, , , ,0.0004, , , ,23.1,23,68.9,6.09,208.85,0,,,,
Aguilas,13/10/21,0, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,1, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,2, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,3, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,4, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,5, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,6, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,7, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,8, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,9, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,10, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,11, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,12, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,13, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,14, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,15, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,16, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,17, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,18, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,19, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,20, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,21, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,22, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,23, , , , , , , , , , , , , , ,,,,
Aguilas,13/10/21,0, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,1, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,2, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,3, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,4, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,5, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,6, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,7, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,8, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,9, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,10, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,11, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,12, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,13, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,14, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,15, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,16, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,17, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,18, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,19, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,20, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,21, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,22, , , , , , , , , , , , , , ,,,,
Aguilas,14/10/21,23, , , , , , , , , , , , , , ,,,,
Aguilas,15/10/21,0, , , , , , , , ,23.2,21.7,56.8,1.88,263.68,0,,,,
Aguilas,15/10/21,1, , , , , , , , ,23.3,21,60.2,1.92,255.48,0,,,,
Aguilas,15/10/21,2, , , , , , , , ,23.3,20.1,65.8,2.47,239.05,0,,,,
Aguilas,15/10/21,3, , , , , , , , ,23.3,19.5,68.4,0.93,168.76,0,,,,
Aguilas,15/10/21,4, , , , , , , , ,23.3,18.9,71.8,1.59,277.63,0,,,,
Aguilas,15/10/21,5, , , , , , , , ,23.3,18.5,71.9,2,247.22,0,,,,
Aguilas,15/10/21,6, , , , , , , , ,23.3,17.9,71.2,1.14,270.99,0,,,,
Aguilas,15/10/21,7, , , , , , , , ,23.3,17.5,69.6,0.9,285.17,0,,,,
